Timestamp,PID,ProcName,LocalPort,RemoteAddress,RemotePort,State
2026-07-18T10:09:55.8783432+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:09:55.8794266+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:09:55.8905681+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:09:55.9004987+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:09:55.9111060+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:09:55.9209389+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:09:55.9313830+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:09:55.9423188+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:09:55.9550314+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:09:55.9658798+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:09:55.9774403+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:09:55.9901136+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:09:56.0041861+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:09:56.0161736+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:09:56.0266707+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:09:56.0390741+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:09:56.0516240+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:09:56.0644336+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:09:56.0754330+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:10:11.3239360+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:10:11.3249370+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:10:11.3348968+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:10:11.3491704+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:10:11.3611774+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:10:11.3679745+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:10:11.3759473+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:10:11.3829890+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:10:11.3900950+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:10:11.3981238+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:10:11.4047244+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:10:11.4122144+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:10:11.6378125+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:10:11.6395037+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:10:11.6481395+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:10:11.6559994+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:10:11.6665761+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:10:11.6786373+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:10:11.6973319+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:10:11.7075014+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:10:11.7173073+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:10:11.7263710+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:10:11.7351225+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:10:11.7446571+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:10:11.7548167+02:00,41240,node,51288,0.0.0.0,0,Bound
2026-07-18T10:10:11.7649386+02:00,41240,node,51286,0.0.0.0,0,Bound
2026-07-18T10:10:11.7744641+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:10:11.7847200+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:10:11.7968449+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:10:11.8086936+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:10:11.8180377+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:10:11.8273827+02:00,41240,node,51288,127.0.0.1,5432,Established
2026-07-18T10:10:11.8392061+02:00,41240,node,51286,127.0.0.1,5432,Established
2026-07-18T10:10:11.8477402+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:10:11.8558691+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:10:27.0993015+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:10:27.1013666+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:10:27.1137713+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:10:27.1246539+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:10:27.1378750+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:10:27.1466801+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:10:27.1628640+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:10:27.1757184+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:10:27.1878712+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:10:27.1979483+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:10:27.2075368+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:10:27.2210633+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:10:27.4702859+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:10:27.4712868+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:10:27.4828549+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:10:27.4925783+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:10:27.5033247+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:10:27.5130647+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:10:27.5221210+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:10:27.5326888+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:10:27.5412344+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:10:27.5511655+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:10:27.5614511+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:10:27.5719154+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:10:27.5820404+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:10:27.5922463+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:10:27.6024921+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:10:27.6130896+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:10:27.6227011+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:10:27.6326781+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:10:27.6417406+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:10:42.8996290+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:10:42.9016262+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:10:42.9127846+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:10:42.9236278+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:10:42.9352538+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:10:42.9437625+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:10:42.9530294+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:10:42.9625556+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:10:42.9729685+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:10:42.9834355+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:10:42.9934994+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:10:43.0033959+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:10:43.2192318+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:10:43.2207583+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:10:43.2312890+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:10:43.2411146+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:10:43.2508452+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:10:43.2594317+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:10:43.2685904+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:10:43.2773261+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:10:43.2868404+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:10:43.2961986+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:10:43.3047310+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:10:43.3148278+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:10:43.3228663+02:00,41240,node,51321,0.0.0.0,0,Bound
2026-07-18T10:10:43.3326819+02:00,41240,node,51319,0.0.0.0,0,Bound
2026-07-18T10:10:43.3428214+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:10:43.3528475+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:10:43.3618665+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:10:43.3710709+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:10:43.3813113+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:10:43.3906358+02:00,41240,node,51321,127.0.0.1,5432,Established
2026-07-18T10:10:43.4018349+02:00,41240,node,51319,127.0.0.1,5432,Established
2026-07-18T10:10:43.4113579+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:10:43.4205412+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:10:58.6777631+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:10:58.6797631+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:10:58.6908550+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:10:58.7001928+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:10:58.7115266+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:10:58.7216767+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:10:58.7301873+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:10:58.7397057+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:10:58.7488194+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:10:58.7640498+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:10:58.7725650+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:10:58.7825890+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:10:59.0231272+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:10:59.0251372+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:10:59.0371761+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:10:59.0472121+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:10:59.0587120+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:10:59.0684543+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:10:59.0789689+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:10:59.0877190+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:10:59.1022500+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:10:59.1121304+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:10:59.1229406+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:10:59.1309885+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:10:59.1415670+02:00,41240,node,51350,0.0.0.0,0,Bound
2026-07-18T10:10:59.1508892+02:00,41240,node,51348,0.0.0.0,0,Bound
2026-07-18T10:10:59.1609461+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:10:59.1715535+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:10:59.1811333+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:10:59.1909453+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:10:59.2000727+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:10:59.2096380+02:00,41240,node,51350,127.0.0.1,5432,Established
2026-07-18T10:10:59.2191122+02:00,41240,node,51348,127.0.0.1,5432,Established
2026-07-18T10:10:59.2282742+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:10:59.2373573+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:11:14.4786895+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:11:14.4828386+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:11:14.4952168+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:11:14.5051255+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:11:14.5168521+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:11:14.5311936+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:11:14.5404014+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:11:14.5474921+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:11:14.5628709+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:11:14.5763743+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:11:14.5860226+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:11:14.5965625+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:11:14.8401442+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:11:14.8423224+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:11:14.8520288+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:11:14.8605588+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:11:14.8703551+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:11:14.8820506+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:11:14.8899640+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:11:14.8979736+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:11:14.9068915+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:11:14.9180179+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:11:14.9257771+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:11:14.9335818+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:11:14.9405383+02:00,41240,node,51350,0.0.0.0,0,Bound
2026-07-18T10:11:14.9543224+02:00,41240,node,51348,0.0.0.0,0,Bound
2026-07-18T10:11:14.9608479+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:11:14.9697912+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:11:14.9775866+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:11:14.9843663+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:11:15.0033966+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:11:15.0124739+02:00,41240,node,51350,127.0.0.1,5432,Established
2026-07-18T10:11:15.0257332+02:00,41240,node,51348,127.0.0.1,5432,Established
2026-07-18T10:11:15.0374110+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:11:15.0474881+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:11:30.3075783+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:11:30.3108616+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:11:30.3211617+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:11:30.3364721+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:11:30.3460030+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:11:30.3561180+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:11:30.3656492+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:11:30.3757830+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:11:30.3856573+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:11:30.3956614+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:11:30.4063480+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:11:30.4167778+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:11:30.6745604+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:11:30.6767716+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:11:30.6867499+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:11:30.6977850+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:11:30.7091289+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:11:30.7206341+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:11:30.7330543+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:11:30.7477510+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:11:30.7630660+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:11:30.7786997+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:11:30.7915055+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:11:30.8068857+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:11:30.8220311+02:00,41240,node,56083,0.0.0.0,0,Bound
2026-07-18T10:11:30.8393026+02:00,41240,node,56081,0.0.0.0,0,Bound
2026-07-18T10:11:30.8564686+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:11:30.8738202+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:11:30.8921637+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:11:30.9055599+02:00,41240,node,56083,127.0.0.1,5432,Established
2026-07-18T10:11:30.9194338+02:00,41240,node,56081,127.0.0.1,5432,Established
2026-07-18T10:11:30.9314118+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:11:30.9431169+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:11:30.9565163+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:11:30.9682960+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:11:46.2790300+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:11:46.2811070+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:11:46.2931010+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:11:46.3041139+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:11:46.3135079+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:11:46.3222628+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:11:46.3311796+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:11:46.3390529+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:11:46.3475280+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:11:46.3638850+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:11:46.3729039+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:11:46.3819881+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:11:46.6230895+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:11:46.6246276+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:11:46.6366399+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:11:46.6479436+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:11:46.6593375+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:11:46.6722842+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:11:46.6807052+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:11:46.6917755+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:11:46.7036745+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:11:46.7277084+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:11:46.7594831+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:11:46.7754513+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:11:46.7880926+02:00,41240,node,56083,0.0.0.0,0,Bound
2026-07-18T10:11:46.8165377+02:00,41240,node,56081,0.0.0.0,0,Bound
2026-07-18T10:11:46.8317046+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:11:46.8461523+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:11:46.8630579+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:11:46.8826752+02:00,41240,node,56083,127.0.0.1,5432,Established
2026-07-18T10:11:46.9046645+02:00,41240,node,56081,127.0.0.1,5432,Established
2026-07-18T10:11:46.9199977+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:11:46.9400750+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:11:46.9634662+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:11:46.9768930+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:12:02.2440442+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:12:02.2455529+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:12:02.2578858+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:12:02.2702868+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:12:02.2813216+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:12:02.2936279+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:12:02.3047448+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:12:02.3169628+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:12:02.3278734+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:12:02.3395153+02:00,37060,node,49237,::1,6379,Established
2026-07-18T10:12:02.3499593+02:00,37060,node,59451,0.0.0.0,0,Bound
2026-07-18T10:12:02.3623067+02:00,37060,node,59451,127.0.0.1,7687,Established
2026-07-18T10:12:02.6206473+02:00,41240,node,63579,::,0,Bound
2026-07-18T10:12:02.6226479+02:00,41240,node,59439,::,0,Bound
2026-07-18T10:12:02.6357174+02:00,41240,node,59134,::,0,Bound
2026-07-18T10:12:02.6447742+02:00,41240,node,54237,::,0,Bound
2026-07-18T10:12:02.6542845+02:00,41240,node,50511,::,0,Bound
2026-07-18T10:12:02.6676284+02:00,41240,node,63579,::1,6379,Established
2026-07-18T10:12:02.6792404+02:00,41240,node,59439,::1,6379,Established
2026-07-18T10:12:02.6894663+02:00,41240,node,59134,::1,6379,Established
2026-07-18T10:12:02.7004229+02:00,41240,node,54237,::1,6379,Established
2026-07-18T10:12:02.7110128+02:00,41240,node,50511,::1,9000,Established
2026-07-18T10:12:02.7202197+02:00,41240,node,3002,::,0,Listen
2026-07-18T10:12:02.7301073+02:00,41240,node,58038,0.0.0.0,0,Bound
2026-07-18T10:12:02.7398068+02:00,41240,node,56103,0.0.0.0,0,Bound
2026-07-18T10:12:02.7505187+02:00,41240,node,56101,0.0.0.0,0,Bound
2026-07-18T10:12:02.7606502+02:00,41240,node,50172,0.0.0.0,0,Bound
2026-07-18T10:12:02.7728817+02:00,41240,node,50166,0.0.0.0,0,Bound
2026-07-18T10:12:02.7833909+02:00,41240,node,58038,127.0.0.1,7687,Established
2026-07-18T10:12:02.7948665+02:00,41240,node,56103,127.0.0.1,5432,Established
2026-07-18T10:12:02.8063283+02:00,41240,node,56101,127.0.0.1,5432,Established
2026-07-18T10:12:02.8181608+02:00,41240,node,51742,127.0.0.1,51743,Established
2026-07-18T10:12:02.8294045+02:00,41240,node,51742,0.0.0.0,0,Listen
2026-07-18T10:12:02.8416382+02:00,41240,node,50172,127.0.0.1,7687,Established
2026-07-18T10:12:02.8563780+02:00,41240,node,50166,127.0.0.1,7687,Established
2026-07-18T10:12:18.1483532+02:00,37060,node,49241,::,0,Bound
2026-07-18T10:12:18.1515789+02:00,37060,node,49240,::,0,Bound
2026-07-18T10:12:18.1663464+02:00,37060,node,49239,::,0,Bound
2026-07-18T10:12:18.1780056+02:00,37060,node,49238,::,0,Bound
2026-07-18T10:12:18.1908303+02:00,37060,node,49237,::,0,Bound
2026-07-18T10:12:18.2010959+02:00,37060,node,49241,::1,6379,Established
2026-07-18T10:12:18.2147897+02:00,37060,node,49240,::1,6379,Established
2026-07-18T10:12:18.2263223+02:00,37060,node,49239,::1,6379,Established
2026-07-18T10:12:18.2368034+02:00,37060,node,49238,::1,6379,Established
2026-07-18T10:12:18.2471893+02:00,37060,node,49237,::1,6379,Established
